Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Ch3Amplitude,Ch4Amplitude,Ch5Amplitude,Ch6Amplitude,Bd,IPC,
1359.477,3018.572,-23.01832,-51.33248,236.8506,50.4495,0,0,
1294.355,3013.059,-15.32426,-17.80012,260.9282,-13.15841,0,0,
1277.096,3137.971,-1.869794,27.18448,266.0139,58.93057,0,0,
1185.214,3260.615,-1.933669,30.54202,232.7739,84.79334,0,0,
1350.468,3215.781,-19.81292,62.95692,200.0099,87.91152,0,0,
1358.933,3061.649,9.793349,-35.81454,339.7079,3.669264,0,0,
1264.369,3214.519,28.17356,-28.55519,300.105,-16.90915,0,0,
1293.682,3129.016,-16.97123,-30.51955,246.4082,97.12782,0,0,
1298.745,3212.361,13.75914,6.770936,231.2503,35.2258,0,0,
1316.008,3327.247,-18.22399,-27.15365,269.0751,53.58757,0,0,
1163.601,3281.191,-14.89429,10.05778,251.5422,36.05918,0,0,
1277.38,3165.408,-0.8640955,-22.32366,261.7531,18.38577,0,0,
1375.456,3253.5,0.966594,-0.3075777,268.9456,20.92517,0,0,
1262.936,3174.034,-10.66213,43.19324,237.8002,66.75028,0,0,
1394.285,3227.035,-12.62086,7.0011,203.9744,32.73453,0,0,
1244.449,3256.252,-20.99874,-22.50355,227.2236,86.56128,0,0,
1379.239,3057.73,40.26983,-17.42079,218.0288,66.02171,0,0,
1281.531,3171.885,-39.17989,20.00115,233.3057,47.63293,0,0,
1300.597,3162.233,-22.59721,-3.903818,275.0408,5.277635,0,0,
1351.227,3010.571,-44.18842,-7.484303,212.5632,69.19797,0,0,
1359.984,3070.457,32.78067,-5.672691,207.4771,36.47561,0,0,
1271.501,3088.743,-13.24601,-4.463525,251.4881,13.66619,0,0,
1308.707,3203.926,-17.05838,-18.35442,186.4928,106.9926,0,0,
1211.762,3272.855,-49.6119,-2.924314,287.7077,45.4986,0,0,
1314.284,3194.823,12.72277,-42.01458,304.8881,5.417856,0,0,
1270.551,3125.98,-12.11981,19.65928,345.6231,-2.605187,0,0,
1214.688,3367.609,37.65253,5.847715,241.8531,18.22516,0,0,
1268.202,3292.156,-21.18829,2.198375,252.7476,53.38241,0,0,
1360.251,3177.916,2.417624,-9.292305,232.2012,92.28688,0,0,
1241.849,3286.61,-19.2262,3.129982,177.7848,94.34964,0,0,
1349.844,3189.754,29.32652,21.13399,276.2683,21.4124,0,0,
1328.603,3313.244,-8.51806,30.62321,225.9034,56.72011,0,0,
1265.376,3209.605,-7.463131,-27.82152,226.8717,51.62666,0,0,
1228.384,3176.082,17.35425,42.86626,244.9583,45.50891,0,0,
1180.688,3331.28,-3.016479,51.22209,218.6897,26.46481,0,0,
1328.666,3031.895,8.372369,-32.64088,191.243,44.88197,0,0,
1364.133,3167.902,6.936636,57.36217,238.0081,49.35792,0,0,
1318.738,3230.065,0.2200524,-7.281532,253.4455,20.72351,0,0,
1309.663,3133.865,20.22871,32.99289,321.8746,-37.60326,0,0,
1227.04,3311.384,-21.42942,1.187978,244.4893,13.03619,0,0,
1226.391,3294.733,1.522984,8.123595,293.1112,-0.2519222,0,0,
1269.679,3069.887,-6.216804,27.16832,185.4996,94.50082,0,0,
1359.869,3174.315,-4.229044,-9.533519,218.8102,35.41733,0,0,
1314.335,3183.969,-15.1237,1.899435,324.4488,-1.269044,0,0,
1390.319,3144.536,-5.51908,-36.61184,262.5175,69.07232,0,0,
1317.501,3254.451,-5.195807,4.390648,267.432,35.67517,0,0,
1356.427,3029.825,-6.953823,-11.61296,197.1429,94.37564,0,0,
1317.738,3044.245,-21.3539,2.830989,225.8202,96.75089,0,0,
1280.977,3206.522,-20.72794,-18.98486,171.914,116.4154,0,0,
1347.668,3094.877,3.959934,-22.80124,244.5165,13.85316,0,0,
1235.751,3170.549,-11.50905,33.13395,237.8859,43.79873,0,0,
1287.601,3209.58,-7.167838,86.55059,275.6916,16.1714,0,0,
1302.633,3239.19,-36.96286,-8.235476,255.5242,41.60177,0,0,
1295.178,3198.716,-6.691289,-15.77787,272.662,40.43408,0,0,
1264.523,3217.873,-27.1679,24.84262,229.2992,41.50525,0,0,
1270.766,3253.442,-15.71909,33.74836,186.7426,77.65339,0,0,
1213.555,3235.178,2.838348,-51.78996,266.9807,-26.65621,0,0,
1321.31,3068.546,4.101859,11.01241,249.7703,48.03154,0,0,
1338.723,3233.481,-9.643017,23.52574,277.3195,3.042011,0,0,
1347.008,3220.003,10.48806,-13.59734,270.5798,27.63315,0,0,
1187.347,3286.393,-28.13757,-66.98981,208.3275,74.35887,0,0,
1240.336,3226.147,-0.06207144,-36.15478,260.0686,-7.061682,0,0,
3928.386,3130.497,-4.895765,-5.165575,199.2166,70.39068,1,0,
1368.665,3090.444,-43.59587,-14.08056,231.9183,77.45281,0,0,
1300.598,3137.658,-33.96879,-37.33777,206.8977,72.55402,0,0,
1312.984,3115.171,8.990779,32.02898,254.3363,-4.30239,0,0,
1207.724,3166.322,-9.570975,-3.737364,243.3511,50.07109,0,0,
