Target Value of 0 = negative
Target Value of 1 = positive
Target Value of u = unclassified (Advanced Classification Mode)

Ch1Amplitude,Ch2Amplitude,Ch3Amplitude,Ch4Amplitude,Ch5Amplitude,Ch6Amplitude,Bd,IPC,
254.3389,2628.005,7.321749,-13.32517,199.7537,93.45919,0,0,
249.5822,2673.701,-20.04579,23.05281,269.4803,8.587466,0,0,
433.441,2647.62,-15.87832,-44.91531,261.7813,50.14275,0,0,
327.7618,2643.401,-6.493037,-31.23602,267.1454,-13.62544,0,0,
385.5773,2644.725,-15.69726,29.79383,245.4881,17.87555,0,0,
365.3253,2661.715,-3.845855,-5.099988,223.4305,72.2514,0,0,
418.2044,2497.986,5.612383,-13.51569,285.7137,-11.30573,0,0,
332.8948,2685.551,-26.01912,19.52761,218.5217,35.12374,0,0,
325.3065,2375.262,-24.32465,39.30453,150.6676,86.54605,0,0,
232.7034,2749.557,-48.95725,22.99414,221.8338,38.28537,0,0,
401.2152,2492.594,-34.83209,26.74883,234.8972,67.79247,0,0,
323.7394,2460.808,33.79533,-21.82009,224.4856,13.72801,0,0,
351.2466,2609.399,-29.71388,-8.653489,185.1256,91.73376,0,0,
406.5835,2527.672,-30.40456,-22.53415,182.1939,91.91024,0,0,
352.7054,2644.843,8.778256,-37.2947,194.2921,34.33734,0,0,
312.2086,2696.394,16.51973,14.43605,270.8662,6.7319,0,0,
300.4801,2668.941,-19.24783,-19.94964,269.5965,-0.9367887,0,0,
225.3713,2729.103,35.43349,16.77254,200.3542,56.47345,0,0,
299.8401,2591.046,-14.42622,58.7005,272.85,28.44875,0,0,
286.494,2706.548,-26.07322,-62.51834,210.334,68.64565,0,0,
272.0942,2676.834,64.30875,-34.30178,254.4987,18.77557,0,0,
406.1007,2480.598,-11.37478,16.67098,219.4558,17.54543,0,0,
414.5181,2577.551,-9.872782,-29.93241,242.038,34.90248,0,0,
202.865,2890.191,-30.13291,-77.02609,215.7224,48.95575,0,0,
311.6926,2641.469,-3.213256,0.1394858,251.137,9.063663,0,0,
350.9352,2580.177,3.321339,22.38926,223.4933,56.36868,0,0,
276.2111,2747.456,-3.523594,-8.146505,296.575,-23.02826,0,0,
355.6655,2646.66,-44.82034,-4.374973,257.8884,51.82384,0,0,
350.9325,2622.113,-25.11006,86.33484,163.1653,99.49229,0,0,
312.3426,2701.393,-4.46523,4.764866,280.1862,42.78515,0,0,
284.1759,2633.741,-2.71005,14.50012,222.4441,42.48353,0,0,
279.0269,2619.618,-20.24972,11.34934,186.2402,46.09681,0,0,
341.7321,2597.866,-16.84898,13.54607,184.7528,74.33393,0,0,
170.0252,2745.122,-11.01193,-17.43686,125.1002,92.50475,0,0,
255.7842,2748.28,-12.32506,-25.29232,265.1159,48.53953,0,0,
371.792,2561.615,-8.067185,31.32299,230.4153,57.9767,0,0,
